timestamp,class,confidence,map_x,map_y,robot_x,robot_y,robot_yaw,is_new
2026-03-21T22:11:16.784325,orange,0.861,-4.976,-2.256,-3.638,-2.935,2.708,UPDATE
2026-03-21T22:11:19.502543,orange,1.000,-4.904,-2.130,-3.638,-2.935,2.709,UPDATE
2026-03-21T22:11:19.502735,orange,0.996,-4.801,-1.988,-3.638,-2.935,2.709,UPDATE
2026-03-21T22:11:19.502768,orange,0.849,-4.979,-2.263,-3.638,-2.935,2.709,UPDATE
2026-03-21T22:11:20.665859,orange,1.000,-4.908,-2.136,-3.638,-2.935,2.709,UPDATE
2026-03-21T22:11:20.665941,orange,0.996,-4.799,-1.986,-3.638,-2.935,2.709,UPDATE
2026-03-21T22:11:20.665956,orange,0.852,-4.977,-2.259,-3.638,-2.935,2.709,UPDATE
2026-03-21T22:11:21.240396,orange,1.000,-4.910,-2.140,-3.638,-2.935,2.709,UPDATE
2026-03-21T22:11:21.240437,orange,0.997,-4.798,-1.984,-3.638,-2.935,2.709,UPDATE
2026-03-21T22:11:21.240452,orange,0.894,-4.974,-2.253,-3.638,-2.935,2.709,UPDATE
2026-03-21T22:11:23.797698,orange,1.000,-4.909,-2.139,-3.638,-2.936,2.710,UPDATE
2026-03-21T22:11:23.798177,orange,0.997,-4.800,-1.987,-3.638,-2.936,2.710,UPDATE
2026-03-21T22:11:23.798240,orange,0.861,-4.978,-2.261,-3.638,-2.936,2.710,UPDATE
2026-03-21T22:11:25.172397,orange,1.000,-4.908,-2.137,-3.638,-2.936,2.710,UPDATE
2026-03-21T22:11:25.174669,orange,0.997,-4.799,-1.986,-3.638,-2.936,2.710,UPDATE
2026-03-21T22:11:25.174716,orange,0.870,-4.977,-2.260,-3.638,-2.936,2.710,UPDATE
